n_rates,rating,name,year
16,5.2,Vashi paltsy pakhnut ladanom! (1993),1993.0
19,7.6,Vasilisa (2000),2000.0
125,5.9,"Vdokh, vydokh (2006)",2006.0
9,6.4,Vdoviy parokhod (2010) (TV),2010.0
346,5.7,Vdrebezgi (2011),2011.0
149,5.7,Vechera na khutore bliz Dikanki (2001) (TV),2001.0
21,6.1,Vecherniy zvon (2004) (V),2004.0
437,4.0,Vedma (2006),2006.0
5,6.8,Velik (2008),2008.0
10,6.9,Velikan (2003),2003.0
8,6.2,Velikaya bitva slona s kitom (1992) (TV),1992.0
18,5.0,Velikaya kriminal'naya revolyutsiya (1994),1994.0
5,1.0,Velikiy bal satany (2014) (V),2014.0
30,6.7,Velikiy polkovodets Georgiy Zhukov (1995),1995.0
92,6.5,Velkam khom (2014),2014.0
6,7.3,Venozniy koshmar (2015) (V),2015.0
24,3.6,"Vera, nadezhda, krov' (2000)",2000.0
18,7.2,Vermelho Russo (2016),2016.0
9,8.7,Vernaya (2008),2008.0
7,8.7,Vernutsya v proshloe po fotografiyam (2014),2014.0
20,5.7,Verpaskungen (2014),2014.0
8,1.2,Very Trash Movie (2016) (V),2016.0
15,5.7,Ves etot dzhem (2016),2016.0
100,7.1,Vesegonskaya volchitsa (2004),2004.0
143,6.5,Veselchaki (2009),2009.0
14,5.6,Veselye stsenki iz zhizni zhivotnykh (1912),1912.0
12,2.9,Vesyolenkaya poyezdka (1994),1994.0
18,4.4,Vesyolye rebyata;) (2014),2014.0
172,7.3,Veter vdol berega (2004),2004.0
14,6.4,Viking (2007) (TV),2007.0
744,5.4,Viking (2016),2016.0
332,3.7,Viktor (2014),2014.0
7,1.1,Viktor Zamaraev. Nachalo Kar'ery (2014) (V),2014.0
9,1.0,"Viktor Zamaraev. Novaya era, Novyie vozmozhnosti i Novyie filmy (2015) (V)",2015.0
7,1.0,Viktor Zamaraev. Pervaya vstrecha s A. Gromovym (2015) (V),2015.0
7,1.4,Village House of the Living Dead (2016) (V),2016.0
51,7.3,Vino iz oduvanchikov (1997),1997.0
5,8.8,Vinovata li ya... (1992),1992.0
8,3.9,Vint (1993),1993.0
11,7.5,Virtuosity (2014),2014.0
7,7.7,Vishnyovyy sad (1993),1993.0
363,5.2,Visions of Suffering (2006) (V),2006.0
7,5.4,Vitrina (2000) (TV),2000.0
26,5.1,Viva Castro! (1994),1994.0
6,8.3,Viva Stalin (1994),1994.0
3395,5.3,Viy (2014),2014.0
6,7.0,Viy: The Story Retold (2004) (VG),2004.0
5,5.2,Vkhod cherez okno (2002),2002.0
5,3.6,Vkus pobedy (2016),2016.0
5,4.4,Vkus ubiystva (2003) (TV),2003.0
147,5.0,Vladenie 18 (2014),2014.0
5,6.6,Vladivostok! (2008),2008.0
5,2.2,Vlastelin kolets. Bratstvo koltsa (2015),2015.0
8,4.2,Vlyublyonnye 2 (2004),2004.0
34,7.0,Vmesto menya (2000),2000.0
44,5.4,Vne (2009),2009.0
26,7.2,Vne Igry (2012),2012.0
30,7.2,Vnezemnoy (2011) (TV),2011.0
143,6.5,Vnuk Gagarina (2007),2007.0
1448,7.2,Voditel dlya Very (2004),2004.0
302,2.3,Voin (2015),2015.0
28,9.2,Vokhatuk (2005) (V),2005.0
681,7.2,Volchok (2009),2009.0
24,7.2,Volchya krov (1995),1995.0
495,6.1,Volki i ovtsy. Beeezumnoe prevrashchenie (2016),2016.0
3409,5.8,Volkodav iz roda Serykh Psov (2006),2006.0
7,1.0,Volodya zloy. Zhizn' ot interview (2014) (V),2014.0
14,5.4,Volshebnik (2008),2008.0
38,5.6,Volshebnik Izumrudnogo goroda (1994),1994.0
36,6.9,Volshebnyy portret (1997),1997.0
3952,7.8,Vor (1997),1997.0
7,7.1,Vorobej kotoryj umel dergat' slovo (2010) (V),2010.0
14,6.7,Vorobey (2010),2010.0
5,5.8,Vorona (1992) (TV),1992.0
2096,7.5,Voroshilovskiy strelok (1999),1999.0
41,7.3,Vorovka (1995) (TV),1995.0
165,5.4,Vosmerka (2013),2013.0
40,7.6,Vospitanie zhestokosti u zhenshchin i sobak (1992) (TV),1992.0
5,1.2,Vosstavshiy iz myortvykh (2016),2016.0
198,7.4,Vostochnaya elegiya (1996),1996.0
7,4.0,Vostochnyy roman (1992),1992.0
54,6.5,Vot eto lyubov! (2013),2013.0
58,5.9,Vovochka (2002),2002.0
20,7.0,Voyage vers la mre (2014),2014.0
2618,7.7,Voyna (2002),2002.0
11,5.7,Voyna Printsessy (2013),2013.0
9,8.4,Voyna i mir (1915),1915.0
22,3.5,Voyna polov (2015),2015.0
57,3.8,Vozhd raznokozhikh (2012),2012.0
5,1.4,Vozmezdiye (2016),2016.0
36,6.9,Vozvrashchenie 'Bronenostsa' (1996),1996.0
32673,8.0,Vozvrashchenie (2003),2003.0
51,3.4,Vozvrashchenie Buratino (2013),2013.0
10,3.6,Vozvrashchenie Gitlera (2013),2013.0
9,4.2,Vozvrashchenie Gitlera 2 (2013),2013.0
75,7.4,Vozvrashchenie kota Leopolda (1993) (TV),1993.0
524,2.4,"Vozvrashchenie mushketyorov, ili Sokrovishcha kardinala Mazarini (2009)",2009.0
14,5.6,Vozvrashchenie v 'A' (2011),2011.0
21,7.9,Vozvrashenie Erkina (2015),2015.0
11,5.2,Vrag nomer odin (2008),2008.0
31,6.0,Vragi (2007),2007.0
8,4.4,Vremya lyubit i vremya nenavidet (1994),1994.0
53,6.5,Vremya pechali yeshchyo ne prishlo (1995),1995.0
88,7.2,Vremya sobirat kamni (2005),2005.0
131,7.2,Vremya tantsora (1998),1998.0
174,7.0,Vremya zhatvy (2004),2004.0
287,6.4,Vsadnik po imeni Smert (2004),2004.0
6,7.8,Vse Vertovy (2002),2002.0
21,5.7,Vse o muzhchinakh (2016),2016.0
1631,6.6,Vse umrut a ya ostanus (2008),2008.0
40,6.4,Vse ushli (2013),2013.0
14,6.8,"Vse v poryadke, mama! (2011)",2011.0
8,4.2,Vskrytie moshchey Sergiya Radonezhskogo (1919),1919.0
32,3.2,Vspominaya Chekhova (1993),1993.0
262,6.9,Vsyo budet khorosho (1995),1995.0
578,6.9,Vsyo i srazu (2014),2014.0
75,4.3,Vsyo mogut koroli (2008),2008.0
5,3.2,Vsyo po-chestnomu (2007),2007.0
74,6.2,Vsyo prosto (2012),2012.0
24,4.7,"Vsyo to, o chyom my tak dolgo mechtali (1997)",1997.0
94,3.2,Vsyo vklyucheno 2 (2013),2013.0
5,6.0,"Vsyo, chto ty lyubish (2001)",2001.0
6,2.7,Vurdalak (2015),2015.0
17,6.1,Vy ne ostavite menya (2006),2006.0
30,4.7,Vyblyadki (2000) (V),2000.0
707,4.4,Vychislitel (2014),2014.0
5,7.6,Vykhodnoy den (2008),2008.0
2117,6.1,Vykrutasy (2011),2011.0
10,6.8,Vynos tela (1992),1992.0
188,3.8,Vypusknoy (2014),2014.0
1961,6.6,"Vysotskiy. Spasibo, chto zhivoy (2011)",2011.0
28,1.6,Vzlomat' blogerov (2016),2016.0
44,6.4,"Vzroslaya doch, ili Test na... (2010)",2010.0
248,7.0,Wagner & Me (2010),2010.0
7,7.7,Walk (2013),2013.0
51,8.2,War Thunder (2014) (VG),2014.0
153,6.3,Water (2006),2006.0
9,2.1,Way to Nowhere (2012),2012.0
95,6.1,Weekend [Uik-end] (2013),2013.0
6,9.0,When New Year Comes on Shabbat (2012),2012.0
26,8.0,Where the Condors Fly (2012),2012.0
14,7.0,Whispering of Dead (2014),2014.0
81,5.0,White Gold (2003),2003.0
7,3.0,Why Ponies Bred Pigs? (2016),2016.0
7,3.6,Why Ponies Have Items for Your Fingers? (2016),2016.0
9,7.2,WikiLeaks Revelations (2011) (TV),2011.0
22,6.5,Wild Women: Gentle Beasts (2015),2015.0
26,7.3,Woody Before Allen (2011),2011.0
47,4.9,World Order (2015),2015.0
5385,5.9,Wrong Cops (2013),2013.0
5,5.0,Y. O. P. (2013),2013.0
309,6.3,Ya (2009),2009.0
109,6.6,Ya - Russkiy soldat (1995),1995.0
5,5.4,Ya Vam bolshe ne veryu (2000),2000.0
13,7.0,Ya budu pomnit (2010),2010.0
170,7.1,Ya budu ryadom (2012),2012.0
40,6.5,Ya khotela uvidet angelov (1993),1993.0
79,4.1,Ya kukla (2002),2002.0
807,6.5,Ya lyublyu tebya (2004),2004.0
433,7.1,Ya ne vernus (2014),2014.0
11,4.3,"Ya obeshchala, ya uydu... (1992)",1992.0
667,7.5,Ya ostayus (2007),2007.0
6,5.7,Ya pokazhu tebe Moskvu (2009) (TV),2009.0
17,5.4,Ya sama (1993),1993.0
14,5.6,"Ya svoboden, ya nichey (1994)",1994.0
43,6.8,Ya tebya lyublyu (2011),2011.0
25,6.3,Ya tebya ne lyublyu (2012),2012.0
976,6.4,Ya tozhe khochu (2012),2012.0
5,7.2,Ya uchitel (2016),2016.0
25,6.6,Ya umer v detstve... (2004),2004.0
6,6.7,Ya umeyu vyazat (2016),2016.0
6,4.7,Ya vinovat (1993),1993.0
12,6.8,Ya zabudu etot den (2011),2011.0
247,6.6,"Yady, ili vsemirnaya istoriya otravleniy (2001)",2001.0
14,6.6,Yantarnye krylya (2003),2003.0
36,4.4,Yar (2007),2007.0
35,6.9,Yarik (2008) (TV),2008.0
404,5.3,Yaroslav. Tysyachu let nazad (2010),2010.0
5,1.8,Yarost titanov. Shakhmatniye voiny (2016) (V),2016.0
36,5.6,Yasnovidyashchaya (2009),2009.0
8,7.8,Yatrinskaya vedma (1991),1991.0
5,6.2,Yavlenie prirody (2010),2010.0
2057,6.4,Yolki (2010),2010.0
547,4.9,Yolki 1914 (2014),2014.0
1572,6.5,Yolki 2 (2011),2011.0
890,5.7,Yolki 3 (2013),2013.0
145,4.3,Yolki 5 (2016),2016.0
1991,4.9,You and I (2011),2011.0
6,7.5,Your Skin Just Right to Me (2017),2017.0
49,1.5,Yubiley prokurora (1998),1998.0
668,5.2,Yulenka (2009),2009.0
432,7.0,Yurev den (2008),2008.0
12,6.4,Yuzhnye nochi (2012) (TV),2012.0
285,4.3,Z'olushka (2012),2012.0
155,6.5,Za Marksa... (2012),2012.0
17,7.5,Za co? (1996),1996.0
59,7.0,Za schastem (1917),1917.0
23,4.4,Za toboy (2011),2011.0
5,6.6,Zabava (2012),2012.0
12,4.1,Zachem tebe alibi? (2003) (TV),2003.0
17,7.4,Zagadka starogo kladbishcha (2008),2008.0
24,5.3,Zagovor (2007) (TV),2007.0
6,8.5,Zakovannaya filmoi (1918),1918.0
369,6.7,Zakrytye prostranstva (2008),2008.0
72,1.9,Zaletchiki (2014),2014.0
9,4.1,Zalozhniki dyavola (1993),1993.0
356,7.0,Zamok (1994),1994.0
14,6.2,Zapakh vereska (2013),2013.0
692,3.7,Zapreshchyonnaya realnost (2009),2009.0
14,4.9,Zarazhenie (2015) (V),2015.0
57,4.6,Zatvornik (2000),2000.0
17,5.6,Zaveshchanie Stalina (1993),1993.0
228,6.6,Zavist bogov (2000),2000.0
68,6.7,Zavtra (2012),2012.0
5,6.8,Zavtra (2014) (TV),2014.0
24,7.3,Zavtrak s vidom na Elbrus (1993),1993.0
126,6.1,Zavtrak u papy (2016),2016.0
189,6.2,Zayats nad bezdnoy (2006),2006.0
218,5.9,Zaymemsya lyubovyu (2002),2002.0
44,4.3,"Zaytsev, zhgi! Istoriya shoumena (2010)",2010.0
31,7.0,Zaza (2009),2009.0
92,7.4,Zdorovo i Vechno (2014),2014.0
39,6.7,"Zdravstvuyte, my vasha krysha (2006)",2006.0
7,7.6,Zelluloza (2015) (V),2015.0
62,6.4,Zelyonaya kareta (2015),2015.0
1245,5.6,Zelyonyy slonik (1999),1999.0
77,7.8,Zelyonyy teatr v Zemfire (2008),2008.0
28,7.9,Zemfira (2007) (V),2007.0
782,6.8,Zemletryasenie (2016),2016.0
10,6.4,Zemlya lyudey (2011),2011.0
27,6.4,Zerkala (2013),2013.0
461,3.1,Zerkalnye voyny. Otrazhenie pervoe (2005),2005.0
6,7.0,Zero (2006),2006.0
85,6.7,"Zhar nezhnykh. Dikiy, dikiy plyazh (2007)",2007.0
1089,4.6,Zhara (2006),2006.0
7,5.6,Zharkiy noyabr (2006),2006.0
80,6.8,Zhazhda (2013),2013.0
7,5.0,Zhelanie posmotret film Raynera Vernera Fassbindera (1993),1993.0
34,6.8,Zheleznaya doroga (2007),2007.0
107,5.9,Zheleznaya pyata oligarkhii (1998),1998.0
56,6.4,Zheleznodorozhnyy romans (2003) (TV),2003.0
28,6.5,Zhena Stalina (2006) (TV),2006.0
66,4.8,Zhenikh iz Mayami (1994),1994.0
30,4.8,Zhenshchin obizhat ne rekomenduyetsya (2000),2000.0
9,7.7,Zhenshchina vampir (1915),1915.0
14,6.0,Zhenshchina zavtrashevo dnya (1914),1914.0
263,2.9,Zhenshchiny protiv muzhchin (2015),2015.0
14,6.1,Zhenskaya logika 1 (2002) (TV),2002.0
20,6.0,Zhenskaya logika 2 (2003) (TV),2003.0
19,5.7,Zhenskaya logika 3 (2004) (TV),2004.0
103,7.2,Zhenskaya sobstvennost (1999),1999.0
579,5.3,Zhest (2006),2006.0
15,4.6,Zhestkoe vremya (1998),1998.0
176,5.8,Zhestokost (2007),2007.0
622,5.7,Zhila-byla odna baba (2011),2011.0
9,6.9,Zhisel v 3D (2011),2011.0
477,7.1,Zhit (2010),2010.0
811,7.3,Zhit (2012),2012.0
7,8.9,Zhitel nyeobitayemovo ostrova (1915),1915.0
74,6.5,Zhivi i pomni (2008),2008.0
528,6.5,Zhivoy (2006),2006.0
130,7.2,Zhizn i priklyucheniya chetyrekh druzei 3. Igra s ognem. 4. Kot v meshke. (1994),1994.0
47,7.7,Zhizn i priklyucheniya chetyrekh druzei 5. Kot Semafor 6. Neznakomtsy (1993),1993.0
43,7.7,Zhizn i priklyucheniya chetyrekh druzei 7. Sledstvie vedet Semafor 8. Podvig Varkhata (1994),1994.0
50,5.1,Zhizn i smert A.S. Pushkina (1910),1910.0
31,1.6,Zhizn kuvyrkom (2003),2003.0
35,6.1,Zhizn odna (2003),2003.0
54,7.1,Zhizn s idiotom (1993),1993.0
32,6.0,Zhizn vrasplokh (2007),2007.0
17,5.9,Zhizn vzaymy (2009) (TV),2009.0
263,6.2,Zhizn za zhizn (1916),1916.0
40,6.1,Zhizn' zabavami polna (2003),2003.0
45,7.1,"Zhizn, osin (1999)",1999.0
3695,7.2,Zhmurki (2005),2005.0
7,4.1,Zhong e Lie Che da jie an (1995),1995.0
62,7.3,Zhuravlinye per'ya (1977),1977.0
61,6.6,Zhyoltyy karlik (2001),2001.0
30,7.6,Zima (2013),2013.0
115,4.5,Zima mertvetsov. Metelitsa (2012),2012.0
65,7.0,"Zima, ukhodi! (2012)",2012.0
7,1.0,Zimnee pokhischenie (2015) (V),2015.0
130,6.9,Zimniy put (2013),2013.0
7,5.7,Zimy ne budet (2014),2014.0
433,7.1,Zivot a neobycejna dobrodruzstvi vojaka Ivana Conkina (1994),1994.0
142,6.7,Zmeinyy istochnik (1997),1997.0
41,5.2,Zmey (2002),2002.0
54,7.1,Znaki lyubvi (2006),2006.0
7,4.9,Zolotaya nevesta (2014) (TV),2014.0
9,6.1,Zolotaya rybka v gorode N (2011),2011.0
45,6.1,Zoloto (1992),1992.0
60,6.0,Zoloto (2014),2014.0
16,5.0,Zolotoe dno (1995),1995.0
55,5.4,Zolotoe sechenie (2010),2010.0
15,4.7,Zolotoy grammofon 2008 (2008) (TV),2008.0
13,4.7,Zolotoy grammofon 2009 (2010) (TV),2010.0
6,3.7,Zolotoy grammofon 2010 (2010) (TV),2010.0
6,2.5,Zolotoy grammofon 2011 (2011) (TV),2011.0
12,3.8,Zolotoy klyuchik (2009) (TV),2009.0
6,2.7,Zolotoy tuman (1996),1996.0
105,5.8,Zolushka (2003) (TV),2003.0
9,3.9,Zolushka v sapogakh (2002) (TV),2002.0
7,1.0,Zombari (2016) (V),2016.0
5,1.0,Zombari 2. Plot i krov (2016) (V),2016.0
315,2.1,Zombi kanikuly 3D (2013),2013.0
10,7.5,Zombie 2024 (2014),2014.0
14,2.6,Zombie Apocalypse (2016),2016.0
29,6.3,Zombie Infection (2011),2011.0
22,6.0,Zona Lyube (1995),1995.0
19,6.5,Zona turbulentnosti (2010),2010.0
335,6.5,Zoologiya (2016),2016.0
76,4.2,Zovi menya Dzhinn (2005),2005.0
10,5.3,Zveno (2013),2013.0
8,6.9,"Zver, vykhodyashchiy iz morya (1992)",1992.0
1786,7.3,Zvezda (2002),2002.0
599,7.1,Zvezda (2014),2014.0
21,7.2,Zvorykin-Muromets (2010),2010.0
7,7.0,Zvyozdniy vors (2012),2012.0
1296,5.6,[Anti]killer (2002),2002.0
5,8.0,t.A.T.u.: Nas Ne Dogonyat (2001) (V),2001.0
7,8.9,t.A.T.u.: Ya Soshla S Uma (2000) (V),2000.0
52,6.9,idin toive (2015),2015.0
