n_rates,rating,name,year
12,5.5,Atlantika (2011),2011.0
81,5.4,Atomnyy Ivan (2012),2012.0
9,6.8,Attack Red Arrows and Circles (2016),2016.0
7,1.0,Attack of Monster (2016),2016.0
6,8.7,Attraction of the Earth (2017),2017.0
6,4.7,Attraktsion (1996),1996.0
526,6.2,Ausgerechnet Sibirien (2012),2012.0
7,6.7,Autumn Madness (2008),2008.0
6,5.3,Avantyura (1995),1995.0
78,4.6,Avantyuristy (2014),2014.0
8,5.2,Avariynoe sostoyanie (2012),2012.0
1872,5.8,Avgust. Vosmogo (2012),2012.0
107,6.4,Azarkant (2013),2013.0
9,7.2,Azathoth (2016),2016.0
503,6.6,Azazel (2002) (TV),2002.0
222,3.6,Aziris nuna (2006),2006.0
12,6.7,B teme (2008),2008.0
7,5.1,B/S* *byvshiy sotrudnik (2012) (TV),2012.0
11,7.2,BAgI (2011),2011.0
5,6.8,BRATiYA (2011),2011.0
500,6.4,Bablo (2011),2011.0
37,3.1,Babnik-2 (1992),1992.0
12,6.1,Babochki (1992),1992.0
9,7.0,Babushka (1997),1997.0
470,7.4,Babusya (2003),2003.0
25,5.8,Bagrovyy tsvet snegopada (2010),2010.0
386,6.4,Baikonur (2011),2011.0
6,5.8,Bakchisarayskiy fontan (1909),1909.0
182,6.9,Baksy (2008),2008.0
86,6.1,Balaxanida neft fontani (1898),1898.0
7,5.4,Balerina (1993),1993.0
9,5.7,Balka Illi (2015),2015.0
427,6.9,Ballada o bombere (2011) (V),2011.0
27,9.3,Ballada o materi (2007),2007.0
6,7.7,"Ballet, Sweat and Tears (2013)",2013.0
8,7.1,Bam (2008),2008.0
7,1.1,Bandit Pereslavl (2016) (V),2016.0
7,6.6,Banka (2013),2013.0
5,6.2,Bankrot (2009),2009.0
59,7.3,Barabaniada (1993),1993.0
7,3.3,Barabanschik (2016),2016.0
77,6.3,Barak (1999),1999.0
56,6.4,Barkhanov i ego telokhranitel (1996),1996.0
309,5.5,Barmen (2015),2015.0
7,8.0,Baron (2016),2016.0
85,6.8,Baryshnya i khuligan (1918),1918.0
213,6.8,Baryshnya-krestyanka (1995),1995.0
31,5.9,Bashmachnik (2002),2002.0
606,6.6,Batalon (2015),2015.0
7,1.0,Battle for Pereslavl (2016) (V),2016.0
24,6.2,Battles (2015),2015.0
18,6.3,Baykalskiy intsident. Skrytaya ugroza (2014),2014.0
714,6.2,Bear's Kiss (2002),2002.0
8,9.2,Bednaya Liz (2013) (TV),2013.0
330,7.1,Bednaya Sasha (1997),1997.0
294,6.3,Bednye rodstvenniki (2005),2005.0
176,6.9,"Bednyy, bednyy Pavel (2003)",2003.0
187,6.6,Beduin (2011),2011.0
9,6.6,Beg po solnechnoy storone (1992),1992.0
28,7.6,Begi! (2015) (TV),2015.0
56,6.4,Beglyanki (2007),2007.0
21,5.5,Begushchaya po volnam (2007),2007.0
13,5.2,Behind the Back (2014),2014.0
8,7.1,Behind the Wall (2007),2007.0
11,6.0,Belaya belaya noch (2014),2014.0
5,5.2,"Belaya noch, nezhnaya noch (2008)",2008.0
29,6.1,Belaya strela (2007) (TV),2007.0
934,5.2,Belka i Strelka. Zvezdnye sobaki (2010),2010.0
71,4.5,Belka i Strelka: Lunnye priklyucheniya (2014),2014.0
199,7.7,Belovy (1992),1992.0
7,5.6,Belye nochi (1992),1992.0
966,7.0,Belye nochi pochtalona Alekseya Tryapitsyna (2014),2014.0
16,4.4,Belyy gorod (2006),2006.0
25,5.0,"Belyy korol, krasnaya koroleva (Russkie) (1993)",1993.0
22,3.7,"Belyy mavr, ili Intimnye istorii o moikh sosedyakh (2012)",2012.0
22,7.7,Belyy prazdnik (1996),1996.0
2119,6.1,Belyy tigr (2012),2012.0
20,7.6,Belyy yagel (2014),2014.0
7,5.7,Benches No. 0458 (2016),2016.0
3208,5.0,Beremennyy (2011),2011.0
75,7.1,Beskonechnost (1992),1992.0
8,6.8,Best Friend (2013),2013.0
39,7.3,Besy (1992),1992.0
7,8.4,Besy (2016),2016.0
8,6.1,Between Dreams (2009),2009.0
8,2.5,Between Life and Death (2012),2012.0
38,6.3,Beyond the Ocean (2000),2000.0
329,6.0,Bez granits (2015),2015.0
52,4.8,Bez muzhchin (2011),2011.0
19,5.1,Bez vini vinovatiye (2008),2008.0
60,6.0,Bezdelniki (2011),2011.0
56,5.8,Bezrazlichie (2011),2011.0
76,6.3,Bibiheybatda neft fontani yangini (1898),1898.0
18,7.8,Bibinur (2009),2009.0
47,7.3,Bibo (2012),2012.0
707,4.3,Bilet na Vegas (2013),2013.0
7,7.6,"Bilet v krasnyy teatr, ili smert grobokopatelya (1992)",1992.0
9,7.2,Billy the Puppet (2016),2016.0
16,8.4,Birth of a Website (2008) (V),2008.0
8,7.5,Bites of Zombies Do Not Pass Without Leaving a Trace (2005),2005.0
1325,8.4,Biting Elbows: Bad Motherfucker (2013) (V),2013.0
13,7.5,Bitva za Sevastopol (2014),2014.0
4683,7.2,Bitva za Sevastopol (2015),2015.0
31,5.8,Bitva za Ukrainu (2014),2014.0
12,8.8,Black Book (2016),2016.0
12,6.2,Black Knight Decoded (2015) (V),2015.0
1745,4.1,Black Rose (2014),2014.0
26883,6.4,Black Sea (2014),2014.0
246,6.8,Blagoslovite zhenshchinu (2003),2003.0
9,6.3,Blagotvoritelnyy bal (1993) (TV),1993.0
22,5.5,Blazhennaya (2008),2008.0
191,6.7,Blizhniy Boy: The Ultimate Fighter (2007),2007.0
137,5.5,Blizkiy vrag (2010),2010.0
6,2.5,Bloger (2012),2012.0
231,7.6,Blokada (2006/I),2006.0
552,7.4,Blokpost (1999),1999.0
56,7.0,Bloodrop 3D (2011),2011.0
7,7.6,Bloody Cats-killers (1996) (V),1996.0
10,2.7,Bloody Diarhea (2015),2015.0
8,2.1,Bloody Forest (2016),2016.0
7,1.0,Bloody Massacre (2016),2016.0
5,6.4,Blueberry Fields Forever (2016),2016.0
14,4.4,Bluz opadayushih listyev (2006) (V),2006.0
6,9.5,Bock Saga: Welcome to Altlantis (2016),2016.0
24,7.5,Bock Saga: Welcome to Hel (2015),2015.0
11,6.5,Bogatyr dukha (1918),1918.0
15,3.5,Bogatyrsha (2016),2016.0
566,7.0,Boginya: kak ya polyubila (2004),2004.0
144,6.2,Bolero (1993),1993.0
13,5.6,Bolevoy priyom (1992),1992.0
75,6.0,Bolshaya lyubov (2006),2006.0
167,1.7,Bolshaya rzhaka (2012),2012.0
7,4.1,Bolshoe zlo i melkie pakosti (2005) (TV),2005.0
5,7.8,Bolshoi Ballet: Ivan the Terrible (1990) (TV),1990.0
5,5.4,Bolshoy chelovek (1908),1908.0
7,5.4,"Bolshoy kapkan, ili solo dlya koshki pri polnoy lune (1992)",1992.0
34,4.3,Bomba (1997),1997.0
8,8.8,Book Smugglers (2010),2010.0
38,6.3,Boris Godunov (2012),2012.0
160,1.9,Born Into Mafia (2007),2007.0
21,6.6,Botinki iz America (2001),2001.0
7,5.9,Boxes (2013/II),2013.0
1447,6.1,Boy s tenyu (2005),2005.0
486,6.1,Boy s tenyu 3. Posledniy raund (2011),2011.0
699,6.2,Boy s tenyu II. Revansh (2007),2007.0
5,5.6,Boyarin Orsha (1910),1910.0
7943,4.7,Branded (2012),2012.0
10840,8.0,Brat (1997),1997.0
7876,7.9,Brat 2 (2000),2000.0
32,6.6,Brat Deyan (2015),2015.0
26,7.0,Bratya Ch (2014),2014.0
23,6.7,Bratya Piloty gotovyat na zavtrak makaronchiki (1996),1996.0
15,5.7,Bratya Razboiniki (1912),1912.0
9,6.1,Bravoman (2016),2016.0
9,8.4,Break Point (2004),2004.0
8,7.4,Bred (1992) (V),1992.0
8,5.1,Bred 2 (1993) (V),1993.0
6,5.2,Bred vdvoyom (1995),1995.0
105,4.8,Bremenskie muzykanty (2001),2001.0
6747,7.5,Brestskaya krepost (2010),2010.0
731,3.1,Brigada: Naslednik (2012),2012.0
12,8.7,Brigade E5: New Jagged Union (2005) (VG),2005.0
246,7.1,"Brigands, chapitre VII (1996)",1996.0
7,7.3,Brillianty. Vorovstvo (2011),2011.0
21,7.6,Brodvey. Chernoe more (2002),2002.0
8,2.5,Broken Love (2011),2011.0
7,2.9,Broken Love 2 (2011),2011.0
7,3.7,Brony-Ponies (2015),2015.0
7,3.7,Brony-Ponies 2 (2015),2015.0
7,4.4,Brony-Ponies 3: Rise of Sayonara (2015),2015.0
7,4.3,Brony-Ponies 4: The Return of Sayonara (2015),2015.0
6,4.2,Brony-Ponies 5: Revolution (2016),2016.0
9,3.2,Brony-Ponies 6: Military Service (2016),2016.0
6,4.5,Brony-Ponies 7: Survivors on the Island (2016),2016.0
9,4.2,Brony-Ponies 8: Returning to the Army (2016),2016.0
8,4.8,Brony-Ponies and Buhanki: Rangers Yukio and Shad (2016),2016.0
7,6.1,Brony-Ponies: Attack of Pony from FVK (2016),2016.0
7,5.1,Brony-Ponies: The Official Game (2016),2016.0
11,6.9,Brut (2014),2014.0
224,6.7,"Buben, baraban (2009)",2009.0
53,8.3,Bucks from Starbucks (2013),2013.0
34,6.2,Bud so mnoy (2009),2009.0
33,6.9,Buddha's Little Finger (2015),2015.0
6,4.0,"Budulay, kotorogo ne zhdut (1994)",1994.0
8,6.9,Buhanka Ulix: The Movie (2016),2016.0
54,7.6,Bukashki (2002),2002.0
7,8.0,Bulag. Svyatoy istochnik (2013),2013.0
11,5.3,Bulvarnyy pereplyot (2003),2003.0
13,6.0,Bulvarnyy roman (1994),1994.0
708,6.5,Bumazhnyy soldat (2008),2008.0
4295,7.3,Bumer (2003),2003.0
2131,6.3,Bumer: Film vtoroy (2006),2006.0
309,7.3,Bunt. Delo Litvinenko (2007),2007.0
13,7.3,Buqlmun (2013),2013.0
45,3.9,Buratino (2009),2009.0
22,7.1,Burevestnik (2004) (TV),2004.0
369,4.1,Burial of the Rats (1995) (TV),1995.0
8,10.0,Butterflies (2016),2016.0
9,9.0,Butterfly Fluttering (2014),2014.0
51,5.3,"Byron, i balada enos daimonismenou (1992)",1992.0
644,6.2,"Bystree, chem kroliki (2014)",2014.0
5,4.2,Byt vlyublyonnym (1992),1992.0
37,7.2,Campaign of Hate: Russia and Gay Propaganda (2014),2014.0
15,6.1,Candy (2008) (V),2008.0
6,2.3,Cannibals Holocaust. Demons in the Flesh (2016),2016.0
2399,5.8,Canbal (2013),2013.0
20864,4.7,Captivity (2007),2007.0
7,8.6,Cargo 425 (2014),2014.0
7,5.0,Cargo 425. Part 2 (2015),2015.0
13,7.3,Casus belli (2003),2003.0
120,7.5,Catherine the Great (2005) (TV),2005.0
8,8.2,Cave (2015),2015.0
11,7.3,Cemetery Legend (2015),2015.0
302,6.3,Ch/B (2014),2014.0
50,7.2,Chaika (2012),2012.0
73,6.7,Chaiki (2015),2015.0
8,1.0,Chains of Mephistopheles (2015),2015.0
207,7.1,Chamane (1996),1996.0
5,2.2,Chapaev (2016) (V),2016.0
5,9.0,Chas khlada (2016) (V),2016.0
126,6.8,Chas pik (2006),2006.0
9,4.7,Chastnik (2008) (TV),2008.0
26,7.2,Chastnoe pionerskoe (2013),2013.0
18,6.9,Chastnoe pionerskoe 2 (2015),2015.0
12,6.7,Chastnye kroniki. Monolog (1999),1999.0
56,7.4,Cheburashka (2010),2010.0
9,6.9,Checkpoint (2015),2015.0
22,4.8,Chek (2000),2000.0
257,6.7,Chekhovskie motivy (2002),2002.0
563,7.1,Chekist (1992),1992.0
74,7.0,Chelovek bezvozvratnyy (2006),2006.0
26,6.2,Chelovek niotkuda (2010) (TV),2010.0
10,6.4,Chelovek s Luny (2003),2003.0
153,1.8,Chelovek s bulvara Kaputsinok (2010),2010.0
102,6.9,Chelovek u okna (2010),2010.0
10,6.4,"Chelovek v futlyare, chelovek v palto i chelovek vo frake (2005)",2005.0
22,5.7,"Chelovek, kotoryy molchal (2004)",2004.0
153,5.7,"Chelovek, kotoryy znal vsyo (2009)",2009.0
39,7.6,Chelovek-veter (2007),2007.0
439,4.3,Chempiony (2014),2014.0
199,6.4,Chempiony: Bystree. Vyshe. Silnee (2016),2016.0
3645,5.9,Chernaya Molniya (2009),2009.0
11,6.4,Chernyy prints (2004),2004.0
20,5.8,Cherv (2006),2006.0
47,6.7,Chetvyortaya planeta (1995),1995.0
37,5.2,Chetyre taksista i sobaka (2004),2004.0
26,4.7,Chetyre taksista i sobaka 2 (2006),2006.0
41,6.2,Chetyre vozrasta lyubvi (2008),2008.0
8,4.6,Chetyrnadtsat tsvetov radugi (2000),2000.0
45466,6.5,Child 44 (2015),2015.0
52,7.3,Children 404 (2014),2014.0
49,7.6,Chinti (2012),2012.0
36,7.0,Chippendale (2012),2012.0
412,7.3,Chistilishche (1998) (TV),1998.0
83,6.0,Chistoe iskusstvo (2016),2016.0
31,6.4,Chitaem 'Blokadnuyu knigu' (2009),2009.0
91,7.1,Chizkeik (2008) (V),2008.0
7,5.9,Chornyy baran (2009),2009.0
24,7.4,Christmas Eve '45 (2012),2012.0
3232,5.6,Chto tvoryat muzhchiny! (2013),2013.0
1087,5.2,Chto tvoryat muzhchiny! 2 (2015),2015.0
26,5.9,Chtoby vyzhit (1993),1993.0
79,7.6,Chucha (1999),1999.0
50,6.7,Chucha-2 (2001),2001.0
27,6.7,Chucha-3 (2004),2004.0
25,7.9,Chuchelo (1992),1992.0
13,5.0,Chudesa v Reshetove (2004),2004.0
5,5.0,Chudnaya dolina (2004) (V),2004.0
245,6.6,Chudo (2009),2009.0
6,6.8,Chuffyk (1993) (TV),1993.0
659,6.7,Chuzhaya (2010),2010.0
23,4.4,Chuzhaya voyna (2014),2014.0
163,5.3,Chuzhie (2008),2008.0
7,4.1,Chuzhie dushi (2009) (TV),2009.0
10,5.6,Chyornaya akula (1993),1993.0
7,6.9,Chyornaya metka (2011) (TV),2011.0
29,5.7,Chyornaya vual (1995),1995.0
11,4.0,Chyornye berety (1995),1995.0
15,6.7,Chyornyy frayer (1999),1999.0
74,6.4,Chyornyy kvadrat (1993),1993.0
8,3.8,Chyornyy okean (1997),1997.0
12,7.8,Ciel eteint! (2008),2008.0
6,8.0,Cinderella's Ball (2016),2016.0
25,8.0,Cinema: A Public Affair (2015),2015.0
15,6.3,Citizien Khodorkovsky (2015),2015.0
612,6.5,City 40 (2016),2016.0
9,6.8,Close-Up (1997),1997.0
7,4.7,Clown (2002),2002.0
33,8.3,Coca: Die Taube von Tschetschenien (2005),2005.0
7,1.0,Collection of Fear (2016) (V),2016.0
51,7.3,Colors of Math (2012),2012.0
9,7.1,Conduction (2015/I),2015.0
19,6.1,Confrotation Between 2 Robbers: Back to the Past (2015),2015.0
5,8.8,Constancy of Death (2017),2017.0
9,7.6,Corpse Bride (2016),2016.0
5,1.2,Corridor (2014) (V),2014.0
11,8.0,Crazy Elnar (2014),2014.0
11,7.7,Crazy Elnar 2 (2014),2014.0
9,7.7,Crazy Elnar 3 (2014),2014.0
520,6.5,Crime and Punishment (2002),2002.0
8,8.1,Crocodile-killer (2016),2016.0
9,2.8,Curse of the Sorcerer (2013),2013.0
7,5.9,Cursed Dagger (2015),2015.0
8,7.2,Cursed Ground (1996),1996.0
33,5.1,Cyril and Methodius: The Apostles of the Slavs (2013),2013.0
9,6.4,D.A.R.E. to Keep Kids Off Drugs (1994) (TV),1994.0
1286,7.6,DMB (2000),2000.0
208,5.2,Da i Da (2014),2014.0
63,3.8,Dabl trabl (2015),2015.0
24,5.5,Dafnis i Khloya (1993),1993.0
23,6.2,Daleko ot Sanset Bulvara (2006),2006.0
10,8.2,Damn Volvoxes (2013),2013.0
216,2.4,Dance Macabre (1992),1992.0
350,8.2,Dancer (2016/II),2016.0
5,6.0,"Danse la danse, Nacho Duato (2012)",2012.0
7,4.1,Dark Seed (2016/II),2016.0
5,8.0,Dark Sky. White Clouds. (2015),2015.0
9,4.0,Date of Death Unknown (2014),2014.0
60,9.2,Datuna: Portrait of America (2015),2015.0
1376,7.3,Daun Haus (2001),2001.0
6,5.7,Davayte bez fokusov!... (1992),1992.0
8,7.5,Day Z (2012),2012.0
9,6.3,Day and Night Killers (2014),2014.0
9,8.7,Day of the Living Dead (2016),2016.0
320,5.5,Dazhe ne dumay! (2003),2003.0
198,3.8,Dazhe ne dumay! Ten nezavisimosti (2004),2004.0
62,7.3,Dead Line (2004),2004.0
25,7.4,Deadhunt (2005) (VG),2005.0
11,9.5,Deadly Cruise (2016),2016.0
8,4.6,Deadly Dialog (2015),2015.0
8,8.9,Death in Kizhi (2016),2016.0
60,6.0,Ded 005 (2013),2013.0
7,5.1,Ded Moroz vsegda zvonit... trizhdy! (2012) (TV),2012.0
78,4.4,Ded Moroz. Bitva Magov (2016),2016.0
5,3.0,Degradation (2016) (V),2016.0
47,7.6,Delirium (2013/II),2013.0
7,7.3,Deliverance (2013),2013.0
9,6.3,Delo Beilisa (1917),1917.0
7,1.0,Delusion of Persecution (2016),2016.0
23,4.7,Demobbed-002 (2000),2000.0
11,4.9,Demobbed-003 (2001),2001.0
11,4.8,Demobbed-004 (2001),2001.0
10,4.8,Demobbed: Snova v Boyu (2001),2001.0
5,6.0,Demon (2017),2017.0
319,3.5,Den D (2008),2008.0
5,7.8,Den Pobedy (2014),2014.0
5,4.6,Den deneg (2006),2006.0
39,4.7,Den duraka (2014),2014.0
85,6.2,Den khomyachka (2003),2003.0
8,5.5,Den pobedy (2007),2007.0
168,6.8,Den polnoluniya (1998),1998.0
12,7.6,Den radio (2003) (V),2003.0
1915,7.4,Den radio (2008),2008.0
126,5.6,Den rozhdeniya Alisy (2009),2009.0
13,2.4,Den rozhdeniya Infanty (2007),2007.0
7,5.1,Den svyatogo Valentina (2000),2000.0
21,5.4,Den uchitelya (2012),2012.0
2007,7.6,Den vyborov (2007),2007.0
618,6.2,Den vyborov 2 (2016),2016.0
14,5.1,Den zverya (2010),2010.0
5,1.6,Den' zombie 2. Apokalipsis (2015),2015.0
5,1.4,Den' zombie. Gibel Moskvy (2015),2015.0
5,5.0,Densen (2008) (V),2008.0
7,3.9,Derevenskaya rhapsodia (2012),2012.0
7,1.0,Derevo (2016) (V),2016.0
7,1.0,Derevo 2: Vozvraschenie (2016) (V),2016.0
19,6.9,Derevo detstva (2008),2008.0
36,6.8,Derevyannaya komnata (1995),1995.0
40,5.2,"Derzhi udar, detka! (2016)",2016.0
91,3.2,Derzkie dni (2007),2007.0
14,7.8,Destruct (2014),2014.0
11,6.7,Desyatka (2013),2013.0
7,6.9,Deti 404 (2014),2014.0
7,3.4,Deti 90-kh (2015),2015.0
86,7.3,Deti chugunnykh bogov (1993),1993.0
57,6.2,Deti ponedelnika (1997),1997.0
35,2.3,Deti protiv volshebnikov (2016),2016.0
76,6.5,Deti veka (1915),1915.0
63,6.6,Detochki (2013),2013.0
16,3.9,Detonator (1992),1992.0
7,8.4,Detsimeron (2006),2006.0
356,6.4,Detyam do 16... (2010),2010.0
7,7.3,Deux amis (2014),2014.0
10,7.3,Devi gory (1919),1919.0
18,6.1,Devochka dura (2006),2006.0
75,6.1,Devochki (2005),2005.0
154,6.2,Devstvennost (2008),2008.0
15,5.9,Devyat dney do vesny (2007) (TV),2007.0
9,3.8,Dezertir (1997),1997.0
39,6.2,Dialogi (2013),2013.0
223,5.6,Diana: Last Days of a Princess (2007) (TV),2007.0
9,7.2,Didn't See Didn't Do (2015),2015.0
307,7.1,Die Hard (1997),1997.0
8,7.5,Die Hter der Tundra (2013),2013.0
7,8.6,Die Moskauer Prozesse (2014),2014.0
8,3.9,Die for Love (2010),2010.0
8,4.2,Die for love (2015),2015.0
7,2.3,Die for love 2 (2012),2012.0
771,6.8,Dieci inverni (2009),2009.0
170,3.8,Diggeri (2016),2016.0
464,6.6,Dikari (2006),2006.0
11,6.3,Dikarka (2002),2002.0
513,7.2,Dikoe pole (2008),2008.0
279,6.6,Dirizhyor (2012),2012.0
5,5.2,Disciples 3: Renaissance (2010) (VG),2010.0
14,7.7,Dislike (2016),2016.0
33,8.9,"Disparait, v. (2005)",2005.0
212,6.8,Ditya bolshogo goroda (1914),1914.0
157,2.0,Dizlayk (2016),2016.0
421,7.2,Dnevnik ego zheny (2000),2000.0
50,5.7,Dnevnik kamikadze (2003),2003.0
30267,6.5,Dnevnoy dozor (2006),2006.0
14,5.9,Dnevnoy predstavitel (2004),2004.0
10,5.2,Dni nashey zhizni (1914),1914.0
8,8.0,"Do Not Worry, I Keep (2016)",2016.0
40,4.5,Do svidaniya mama (2014),2014.0
6,5.5,Dobriy doktor (2010),2010.0
1125,7.2,Dobrynya Nikitich i Zmey Gorynych (2006),2006.0
258,7.4,Doch (2012),2012.0
90,5.2,Doch yakudzy (2010),2010.0
18,5.9,Doktor (2012),2012.0
100,6.8,Dolce... (2000),2000.0
289,6.2,Dolgaya schastlivaya zhizn (2013),2013.0
56,7.1,Dolgoe proshchanie (2004),2004.0
12,5.5,Dolina roz (2011),2011.0
10,7.5,Dolina schastya (1993),1993.0
8,6.1,Doll (2014/II),2014.0
850,7.5,Dom (2011/III),2011.0
445,6.6,Dom Solntsa (2010),2010.0
11,5.9,Dom dlya bogatykh (2000),2000.0
2347,7.2,Dom durakov (2002),2002.0
11,7.9,Dom mastera (1998),1998.0
33,6.7,Dom na obochine (2011),2011.0
6,4.7,Dom smerti (1916),1916.0
5,1.4,Dom tumanov (2016),2016.0
38,5.6,Dom vetra (2011),2011.0
5,6.2,"Dom, milyy dom... (2008)",2008.0
52,6.8,Domik v Kolomne (1913),1913.0
33,5.6,Domik v serdtse (2014),2014.0
1061,7.2,Domovoy (2008),2008.0
22,7.0,Don Kikhot vozvrashchaetsya (1997),1997.0
11,6.6,Don't Go Into the Woods Alone (2015),2015.0
34,6.9,Dopolnitel'nye vozmozhnosti pyatachka (2008),2008.0
6,5.2,Dora-Dora Pomidora (2001) (TV),2001.0
37,6.0,Doroga (2002),2002.0
9,5.4,Doroga bez kontsa (2015),2015.0
46,5.6,Doroga na (2011),2011.0
155,6.2,Doroga na Berlin (2015),2015.0
19,6.8,Doroga v ray (1993),1993.0
7,8.1,Dorogi (2003),2003.0
12,7.8,Dotyanutsya do mamy (2011),2011.0
7,6.9,Double Solid Line (2009),2009.0
6,6.0,Down by the Path of the Sun (2015),2015.0
7,7.3,Dozhd Idyot (2012),2012.0
27,7.1,Dozhd' sverkhu vniz (2007),2007.0
20,6.3,Dozhdi v okeane (1994),1994.0
7,8.0,Drama v kabare futuristov No. 13 (1914),1914.0
45,5.2,Drama v tabore podmoskovnykh tsygan (1908),1908.0
12,6.2,Dreamfish (2016),2016.0
18,8.2,Drednouty (2006) (V),2006.0
4716,5.2,Driven to Kill (2009) (V),2009.0
72,7.2,Drugaya storona (1994),1994.0
60,5.4,Drugoe nebo (2010),2010.0
50,8.2,Drunken Sailor (2007),2007.0
277,3.0,Druzya druzey (2013),2013.0
15,8.3,Dry Grass in a Blue Vase (2013),2013.0
13,6.9,"Dryan khoroshaya, dryan plokhaya (1998)",1998.0
592,5.0,Dublyor (2013),2013.0
228,5.2,Dubrovskiy (2014),2014.0
1266,6.5,Duelyant (2016),2016.0
13,5.3,Dukh (1999),1999.0
17,7.6,Dukh (2014),2014.0
2530,6.5,Dukhless (2012),2012.0
1031,6.4,Dukhless 2 (2015),2015.0
141,7.9,Dukhovnye golosa. Iz dnevnikov voyny. Povestvovanie v pyati chastyakh (1995),1995.0
6,8.0,Dunechka (2004),2004.0
209,6.5,Dura (2005),2005.0
4674,8.0,Durak (2014/II),2014.0
7,7.1,Durakam zdes ne mesto (2015),2015.0
14,8.1,Dusha (2014),2014.0
76,7.0,Dusha shpiona (2015),2015.0
553,6.8,Duska (2007),2007.0
651,7.1,Dva dnya (2011),2011.0
161,7.4,Dva kapitana II (1993),1993.0
16,5.8,Dva tovarishcha (2001),2001.0
226,6.7,Dva v odnom (2007),2007.0
5,5.8,Dvadtsat minut s angelom (1996) (TV),1996.0
1712,7.2,Dvadtsat vosem panfilovtsev (2016),2016.0
18,5.8,"Dve luny, tri solntsa (1998)",1998.0
6,5.3,Dvenadtsatoe leto (2008),2008.0
9,3.3,Dvoe (2004),2004.0
7,7.0,Dvoe (2010) (TV),2010.0
7,3.9,Dvor zhivikh mertvetsov (2016) (V),2016.0
15,7.2,Dvoynaya familiya (2006),2006.0
34,7.1,Dyadushkina kvartira (1913),1913.0
72,7.3,Dyuba-Dyuba (1992),1992.0
20,7.2,Dyuymovochka (2007),2007.0
493,3.2,"Dzhentlmeny, udachi! (2012)",2012.0
9,5.2,Dzherry (2012),2012.0
825,5.3,Dzhungli (2012),2012.0
6,7.7,Ebis za naslednika Medvezhonka (2008),2008.0
129,6.0,Edinichka (2015),2015.0
70,5.7,Eger (2004),2004.0
7,7.4,Egg of Genocide (2005),2005.0
44,5.8,Ekhali dva shofyora (2002),2002.0
9,4.9,Ekhay (1995),1995.0
1974,7.0,Ekipazh (2016),2016.0
43,5.0,Ekvator (2007),2007.0
7,5.9,Elastico (2016),2016.0
6,8.5,Elbrus: Siberian expedition (2014),2014.0
291,7.5,Elegiya dorogi (2001),2001.0
37,6.9,Elegiya iz Rossii (1993),1993.0
81,7.2,Elegiya zhizni. Rostropovich. Vishnevskaya. (2006),2006.0
8783,7.3,Elena (2011),2011.0
12,2.7,Elevator (2014/II),2014.0
15,6.8,Eliksir (1996),1996.0
18,3.8,Eliksir (2015),2015.0
28,5.7,Elka (2007),2007.0
85,5.0,Elki lokhmatye (2015),2015.0
7,6.3,Eltsin. Tri dnya v avguste (2011) (TV),2011.0
15,8.8,Elvis 55 (2012),2012.0
26,9.0,Emerald Dream (2012),2012.0
73,6.3,En un claroscuro de la luna (1999),1999.0
42,3.4,Endless Corridor (2014),2014.0
6,8.3,Enmesh (2011),2011.0
11,4.3,Entropiya (2013),2013.0
8,7.8,Equilibrium (2016),2016.0
11,7.0,Escape from the Village of Beetles (2015),2015.0
10,8.3,Escape from the Village of Zombies (2015),2015.0
34,6.8,Escaping Riga (2014),2014.0
230,6.5,Eshche odin god (2014),2014.0
11,6.8,Eshchyo raz! (2010),2010.0
15,7.1,Esli by ya tebya lyubil... (2010) (TV),2010.0
7,3.3,Esli by znat... (1993),1993.0
4008,7.5,Est - Ouest (1999),1999.0
9,4.2,Estestvennyy otbor (2001),2001.0
14,5.7,Eta zhenshchina v okne... (1993),1993.0
7,8.6,Etazh No. 6 (2013),2013.0
35,6.3,Etim vecherom angely plakali (2008),2008.0
47,7.5,Everything Is Allowed (2004) (V),2004.0
9,8.4,Evidence (2015/I),2015.0
7,8.7,Evil Mix (1996) (V),1996.0
8,6.6,Evil Vid 3: Battle Across Time (2011),2011.0
8,7.5,Evil Vid 4: Rebirth (2011),2011.0
5,8.2,Evolyutsiya Petra Sentsova (2006),2006.0
60,4.8,Evropa-Aziya (2009),2009.0
173,5.8,Exaella (2011),2011.0
9,7.7,Exam (2016),2016.0
8,6.2,Execution (1996) (V),1996.0
7,9.9,Exploration of Confinement (2013),2013.0
1455,6.9,Exporting Raymond (2010),2010.0
1001,6.8,Eyforiya (2006),2006.0
20,8.0,F5 (2012),2012.0
43,8.7,Faberge: A Life of Its Own (2014),2014.0
55,6.9,Fabrika (2004),2004.0
5,2.6,Fabrika: Ne vinovataya ya (2005) (V),2005.0
6,2.5,Faces of Aliens (2016),2016.0
9,8.1,Fall (2016/III),2016.0
15,5.9,Falling Down a Good Flutter Green (2016),2016.0
8,5.1,Fallout: Equestria. Chapter 20.5 (2016),2016.0
112,3.5,Fantom kiler 2 (1999) (V),1999.0
87,7.6,Fara (1999),1999.0
15,7.7,Faraon (1999),1999.0
8,7.0,Farewell from Moscow: The Igor Larionov Farewell Game (2006),2006.0
13,5.3,Farkas (2007),2007.0
66,6.6,Fart (2005),2005.0
126,6.0,Fartovyy (2006),2006.0
17,6.1,Fata Morgana (2004),2004.0
